id,voted06,voted08,voted09,voted10,voted11,voted12,voted13,voted14,age,race_afam,race_hispanic,race_other,race_white,female
2212007,0,0,0,0,0,0,0,0,23,0,0,0,1,1
1547046,1,1,0,0,0,0,0,0,27,0,0,0,1,0
1571468,0,1,0,0,0,0,0,0,25,0,0,0,1,0
827042,0,0,0,0,0,0,0,0,77,0,0,0,1,1
1165376,0,0,0,0,0,0,0,0,54,0,0,0,1,1
882774,0,1,0,0,0,0,0,0,28,0,0,0,1,1
1967727,1,0,0,0,0,0,0,0,46,0,0,0,1,1
1501766,0,0,0,0,0,0,0,0,25,1,0,0,0,0
2099834,0,0,0,0,0,0,0,0,57,0,0,0,1,1
2256935,1,1,0,0,0,0,0,0,76,0,0,0,1,1
355134,0,0,0,0,0,0,0,0,22,0,0,0,1,0
1689584,0,0,0,0,0,0,0,0,26,0,0,0,1,0
173851,0,0,0,0,0,0,0,0,38,0,0,1,0,0
168622,1,0,0,0,0,0,0,0,27,0,0,0,1,1
2300831,1,1,0,1,0,0,0,0,28,0,0,0,1,1
2067611,0,1,0,0,0,0,0,1,25,0,0,0,1,1
1440686,0,0,0,0,0,0,0,0,21,0,0,0,1,0
629915,0,0,0,0,0,0,0,0,33,0,0,0,1,1
707549,0,1,0,1,0,0,0,1,28,0,0,0,1,0
1522359,0,0,0,0,0,0,0,0,24,0,0,0,1,1
152800,0,1,0,0,0,0,0,0,26,0,0,0,1,1
982901,1,1,0,1,0,0,0,0,66,0,0,0,1,1
2138321,0,0,0,0,0,0,0,0,58,1,0,0,0,0
1912640,0,0,0,0,0,0,0,0,25,0,0,0,1,1
670842,1,1,0,1,0,0,0,0,31,0,0,0,1,1
1787679,0,0,0,0,0,0,0,0,32,0,0,0,1,1
426482,0,1,0,0,0,0,0,0,24,0,0,0,1,0
2332488,0,0,0,0,0,0,0,0,23,0,0,0,1,0
1178385,0,0,0,0,0,0,0,1,26,0,0,0,1,1
2409943,0,1,0,0,0,0,0,0,31,0,0,1,0,0
1836092,0,0,0,0,0,0,0,0,26,0,0,0,1,0
301379,0,0,0,0,0,0,0,0,42,0,0,0,1,1
1563262,1,0,0,0,0,0,0,0,29,0,0,1,0,1
1015395,0,0,0,0,0,0,0,0,23,0,0,0,1,0
1515081,0,0,0,0,0,0,0,0,29,0,0,0,1,0
1193467,1,0,0,0,0,0,0,0,62,0,0,0,1,1
117805,0,0,0,0,0,0,0,0,41,0,1,0,0,0
2155084,0,1,0,0,0,0,0,0,26,0,0,0,1,0
2012425,0,1,0,0,0,0,0,0,24,0,0,0,1,1
1949099,0,0,0,0,0,0,0,0,23,0,0,0,1,1
1137055,0,1,0,0,0,0,0,0,27,0,0,0,1,0
2398928,0,1,0,0,0,0,0,0,43,0,1,0,0,0
1699805,0,0,0,0,0,0,0,0,25,0,0,0,1,1
867549,0,0,0,1,0,0,0,1,26,0,0,0,1,0
2085281,0,0,0,0,0,0,0,0,22,1,0,0,0,1
352809,0,0,0,0,0,0,0,0,27,0,0,0,1,1
2380352,1,1,0,0,0,0,0,1,60,0,0,0,1,1
1825679,0,1,0,0,0,0,0,0,25,0,0,1,0,0
1485065,0,0,0,0,0,0,0,0,36,0,0,0,1,1
1516308,0,0,0,0,0,0,0,0,41,0,0,1,0,0
215687,0,0,0,1,0,0,0,0,26,0,0,0,1,1
108512,1,1,0,1,0,0,0,1,26,0,0,0,1,1
134929,0,1,0,0,0,0,0,0,24,0,0,1,0,0
1068939,0,0,0,0,0,0,0,0,32,0,0,0,1,1
2201380,0,0,0,0,0,0,0,0,28,0,0,0,1,1
2176546,0,0,0,0,0,0,0,0,23,0,0,0,1,0
1689807,1,1,0,0,0,0,0,0,55,0,0,1,0,1
189468,0,0,0,0,0,0,0,1,49,1,0,0,0,1
862140,1,1,0,0,0,0,0,0,39,0,0,1,0,1
509195,0,1,0,0,0,0,0,0,57,0,0,0,1,1
279726,0,0,0,0,0,0,0,0,88,0,0,0,1,1
2135691,0,0,0,0,0,0,0,0,42,0,0,0,1,1
210487,0,1,0,0,0,0,0,0,24,0,0,0,1,1
1669693,1,0,0,0,0,0,0,0,36,0,0,0,1,1
1195377,0,0,0,0,0,0,0,0,31,0,0,0,1,1
284453,1,1,0,0,0,0,0,0,30,0,0,0,1,1
1476933,0,0,0,0,0,0,0,0,34,0,0,0,1,1
1355727,1,1,0,0,0,0,0,1,41,0,0,0,1,1
1172029,0,1,0,0,0,0,0,0,73,0,0,0,1,1
591917,1,0,0,0,0,0,0,0,88,0,0,0,1,1
503858,0,0,0,0,0,0,0,0,47,0,0,1,0,0
1874520,0,0,0,0,0,0,0,0,68,1,0,0,0,0
1032380,0,1,0,0,0,0,0,0,24,0,0,0,1,1
1426651,0,0,0,0,0,0,0,0,22,1,0,0,0,0
1310239,0,1,0,0,0,0,0,0,43,0,0,0,1,1
2406770,0,1,0,0,0,0,0,0,54,0,0,0,1,1
780059,0,0,0,0,0,0,0,0,20,0,0,0,1,0
434520,0,0,0,0,0,0,0,0,57,0,0,0,1,1
1996443,0,0,0,0,0,0,0,1,44,0,0,1,0,1
906083,0,0,0,0,0,0,0,0,25,0,0,0,1,0
2156518,1,0,0,0,0,0,0,0,90,0,0,0,1,1
444003,0,0,0,0,0,0,0,0,31,0,1,0,0,0
1000327,0,0,0,0,0,0,0,0,65,0,0,0,1,1
29256,0,0,0,0,0,0,0,0,21,0,0,0,1,0
1659888,0,1,0,0,0,0,0,0,38,0,0,0,1,1
1255157,0,0,0,0,0,0,0,0,62,0,0,0,1,1
2423702,0,0,0,0,0,0,0,0,52,0,0,0,1,1
507914,0,0,0,0,0,0,0,0,28,0,0,0,1,1
1139022,0,0,0,0,0,0,0,0,33,0,0,0,1,1
1458294,0,1,0,0,0,0,0,0,27,1,0,0,0,1
79501,1,0,0,0,0,0,0,0,45,0,0,1,0,0
1393279,0,0,0,0,0,0,0,0,20,0,0,0,1,0
1273661,0,0,0,0,0,0,0,0,67,0,0,0,1,1
713380,0,0,0,1,0,0,0,0,45,0,0,0,1,1
176961,0,1,0,0,0,0,0,0,85,0,0,0,1,1
1955237,0,0,0,0,0,0,0,0,64,0,1,0,0,1
1509398,0,0,0,0,0,0,0,1,26,0,0,0,1,0
1475372,0,1,0,1,0,0,0,1,24,0,0,0,1,1
647686,0,0,0,0,0,0,0,0,37,0,0,1,0,1
1814683,0,1,0,0,0,0,0,0,35,0,0,0,1,1
585295,0,0,0,1,0,0,0,0,22,0,0,0,1,0
985983,0,1,0,0,0,0,0,0,51,0,0,0,1,1
549047,0,0,0,0,0,0,0,0,69,0,0,0,1,1
1632724,0,1,0,0,0,0,0,0,26,0,0,0,1,1
2179528,0,0,0,0,0,0,0,0,21,0,0,0,1,1
1031112,1,0,0,0,0,0,0,0,28,0,0,0,1,0
745944,0,0,0,0,0,0,0,0,21,0,0,0,1,1
2099696,0,1,0,0,0,0,0,0,34,0,0,0,1,1
2068634,0,0,0,0,0,0,0,0,30,0,0,0,1,1
910202,1,1,0,1,0,0,0,1,57,0,0,0,1,1
626084,0,0,0,0,0,0,0,0,72,0,0,0,1,1
2098929,0,1,0,0,0,0,0,0,27,0,0,0,1,0
1594086,0,1,0,0,0,0,0,1,30,0,0,0,1,1
1482954,0,1,0,0,0,0,0,0,27,0,1,0,0,1
1583893,1,1,0,1,0,0,0,0,68,0,0,0,1,1
2389402,0,0,0,0,0,0,0,0,39,0,0,0,1,1
1726206,0,1,0,0,0,0,0,0,33,1,0,0,0,1
1378294,0,0,0,0,0,0,0,0,30,0,0,0,1,1
667400,0,1,0,0,0,0,0,0,32,0,0,0,1,1
386324,0,1,0,0,0,0,0,0,26,0,0,0,1,1
507948,1,1,0,0,0,0,0,0,29,0,0,0,1,1
9101,1,1,0,0,0,0,0,0,26,0,0,0,1,1
465360,0,0,0,0,0,0,0,1,22,0,0,0,1,1
922447,0,0,0,0,0,0,0,0,30,1,0,0,0,0
1876691,0,1,0,0,0,0,0,0,81,0,0,0,1,1
772735,1,1,0,0,0,0,0,0,63,0,0,0,1,1
1653585,0,0,0,0,0,0,0,0,23,0,0,0,1,1
1768983,0,0,0,0,0,0,0,0,28,0,0,0,1,1
1396475,0,0,0,0,0,0,0,0,65,0,0,0,1,1
1928795,1,1,0,1,0,0,0,0,26,0,0,0,1,0
2080695,0,0,0,0,0,0,0,0,27,0,0,0,1,1
121985,1,1,0,1,0,0,0,0,29,0,0,0,1,0
1424404,0,0,0,0,0,0,0,0,50,0,0,0,1,1
480497,0,0,0,1,0,0,0,0,36,0,0,0,1,1
81761,0,0,0,0,0,0,0,0,28,0,0,0,1,0
2005248,0,0,0,0,0,0,0,0,63,0,0,0,1,1
598843,0,0,0,0,0,0,0,0,23,0,0,0,1,0
2264524,1,1,0,0,0,0,0,1,48,0,0,1,0,1
1153755,0,0,0,0,0,0,0,0,25,0,0,0,1,1
566573,0,1,0,0,0,0,0,0,60,0,0,1,0,1
478212,1,1,0,1,0,0,0,0,28,0,0,0,1,0
1603878,0,1,0,1,0,0,0,0,28,0,0,0,1,1
2390099,0,1,0,0,0,0,0,0,90,0,0,0,1,1
2072851,0,0,0,0,0,0,0,0,42,0,0,0,1,1
65518,0,1,0,0,0,0,0,0,56,0,0,0,1,1
2244469,0,1,0,0,0,0,0,0,25,0,0,0,1,1
2377813,1,0,0,0,0,0,0,0,56,0,0,1,0,0
668292,0,0,0,0,0,0,0,1,69,0,0,1,0,1
300060,0,0,0,0,0,0,0,0,25,0,0,1,0,1
2214020,0,1,0,0,0,0,0,0,25,0,0,0,1,0
2151490,0,1,0,0,0,0,0,0,24,0,0,0,1,1
421524,1,1,0,1,0,0,0,0,86,1,0,0,0,1
2238567,0,0,0,0,0,0,0,0,56,0,0,1,0,1
320685,0,0,0,0,0,0,0,0,42,0,0,0,1,1
1897165,0,0,0,0,0,0,0,0,50,0,0,0,1,1
134549,0,0,0,0,0,0,0,0,25,0,0,1,0,0
961643,1,1,0,1,0,0,0,0,26,0,0,0,1,1
1515677,0,1,0,0,0,0,0,0,23,0,0,0,1,1
1862324,0,1,0,0,0,0,0,0,32,0,0,0,1,1
2192261,0,0,0,0,0,0,0,0,26,0,0,1,0,1
2259200,0,1,0,0,0,0,0,0,32,1,0,0,0,0
1022529,0,0,0,0,0,0,0,0,24,0,0,0,1,1
1562344,1,0,0,0,0,0,0,0,28,0,0,0,1,1
786950,0,0,0,0,0,0,0,1,24,0,0,0,1,0
776725,0,0,0,0,0,0,0,0,27,0,0,0,1,0
2210264,1,1,0,1,0,0,0,1,36,0,0,0,1,1
2393051,0,1,0,0,0,0,0,0,24,0,0,0,1,1
1829953,0,0,0,0,0,0,0,1,22,0,0,0,1,1
805021,1,0,0,0,0,0,0,0,75,0,0,0,1,1
2274234,0,0,0,0,0,0,0,0,31,0,0,0,1,1
1736289,0,0,0,0,0,0,0,0,29,0,0,0,1,0
1719837,0,1,0,0,0,0,0,0,27,0,0,1,0,1
236074,0,0,0,0,0,0,0,1,27,0,0,0,1,0
668828,1,0,0,0,0,0,0,0,85,0,0,0,1,1
1750252,0,0,0,0,0,0,0,0,48,0,0,1,0,1
1345543,0,1,0,0,0,0,0,1,32,0,0,0,1,1
96943,0,0,0,0,0,0,0,0,65,0,0,0,1,1
2127160,1,0,0,0,0,0,0,0,49,0,0,1,0,0
1964366,0,0,0,0,0,0,0,0,28,0,0,0,1,0
1545651,0,0,0,1,0,0,0,0,25,0,0,0,1,1
530742,0,0,0,0,0,0,0,0,28,0,0,0,1,1
1373181,0,0,0,0,0,0,0,0,29,0,0,0,1,0
309278,0,0,0,0,0,0,0,0,22,0,0,0,1,0
420986,1,0,0,0,0,0,0,0,53,0,0,0,1,1
29522,1,0,0,0,0,0,0,0,29,0,0,0,1,1
139019,0,0,0,0,0,0,0,0,23,0,0,0,1,0
394615,0,0,0,0,0,0,0,0,22,0,0,0,1,0
2116862,1,1,0,0,0,0,0,0,65,0,0,0,1,1
589005,0,1,0,1,0,0,0,0,41.814,0,0,0,1,1
875627,0,1,0,0,0,0,0,0,75,0,0,0,1,1
1763593,0,1,0,0,0,0,0,0,66,0,0,0,1,1
1560113,1,1,0,0,0,0,0,0,37,0,0,0,1,1
1053179,0,0,0,0,0,0,0,0,56,0,0,0,1,1
1274376,0,0,0,0,0,0,0,0,40,0,0,0,1,1
473561,0,0,0,0,0,0,0,1,28,0,0,0,1,0
995793,0,0,0,0,0,0,0,0,20,0,0,0,1,0
1635017,0,0,0,0,0,0,0,0,27,0,0,0,1,0
1134654,0,0,0,0,0,0,0,0,37,0,0,0,1,1
796365,0,0,0,0,0,0,0,0,53,0,0,0,1,1
2137535,0,0,0,0,0,0,0,0,25,0,0,0,1,0
607698,0,0,0,0,0,0,0,0,28,0,0,0,1,0
717670,0,0,0,0,0,0,0,0,29,0,0,0,1,1
753773,0,0,0,0,0,0,0,0,41,0,1,0,0,1
898821,0,0,0,0,0,0,0,0,23,0,0,0,1,1
1049460,0,0,0,0,0,0,0,0,29,0,0,0,1,0
295636,0,1,0,1,0,0,0,0,27,0,0,0,1,1
134341,0,0,0,0,0,0,0,0,26,0,0,0,1,0
588234,0,1,0,0,0,0,0,0,35,0,0,0,1,1
2155459,0,0,0,0,0,0,0,0,29,0,0,0,1,1
342884,0,0,0,0,0,0,0,1,57,0,0,0,1,1
2307382,0,1,0,1,0,0,0,0,38,0,0,0,1,1
1646715,1,1,0,0,0,0,0,1,62,0,0,1,0,0
1300379,0,0,0,0,0,0,0,0,26,0,0,0,1,1
2100517,0,0,0,0,0,0,0,0,21,0,0,1,0,1
2187511,0,0,0,0,0,0,0,0,29,0,0,0,1,1
1498833,0,0,0,0,0,0,0,1,26,0,0,0,1,0
1749440,0,1,0,0,0,0,0,0,26,0,0,0,1,1
933965,0,0,0,0,0,0,0,0,26,0,0,0,1,0
2058855,1,0,0,0,0,0,0,0,26,0,0,0,1,1
348031,0,1,0,0,0,0,0,0,24,0,0,0,1,1
936012,0,0,0,0,0,0,0,0,21,0,0,0,1,0
1639605,0,1,0,0,0,0,0,1,35,0,0,0,1,1
486219,0,0,0,0,0,0,0,0,49,0,0,0,1,1
1186726,0,0,0,0,0,0,0,0,34,0,0,1,0,1
1300690,0,0,0,0,0,0,0,0,31,0,0,0,1,1
2027944,0,0,0,0,0,0,0,0,30,0,0,0,1,1
1809303,0,0,0,0,0,0,0,0,27,0,0,0,1,0
250486,0,0,0,0,0,0,0,0,61,0,0,0,1,1
1153765,0,1,0,0,0,0,0,0,88,0,0,0,1,1
2414426,1,1,0,1,0,0,0,0,80,0,1,0,0,1
1395844,0,0,0,1,0,0,0,0,22,0,0,0,1,0
853333,0,1,0,0,0,0,0,0,28,0,0,0,1,1
749092,0,0,0,0,0,0,0,0,26,0,0,0,1,1
601285,0,1,0,0,0,0,0,0,57,0,1,0,0,1
256088,1,1,0,1,0,0,0,1,77,0,0,0,1,1
655489,0,0,0,0,0,0,0,0,24,0,0,0,1,0
1384553,0,0,0,0,0,0,0,0,37,0,0,1,0,1
1376071,0,0,0,0,0,0,0,0,32,0,1,0,0,0
347683,0,0,0,0,0,0,0,0,57,0,0,0,1,1
1303880,0,1,0,0,0,0,0,0,26,0,0,0,1,0
1460256,0,0,0,0,0,0,0,0,27,0,0,0,1,1
232115,1,0,0,0,0,0,0,0,36,1,0,0,0,1
600740,0,0,0,0,0,0,0,0,21,0,0,0,1,1
108555,0,0,0,0,0,0,0,0,43,0,0,0,1,1
32640,0,1,0,0,0,0,0,1,30,0,0,0,1,1
248599,1,0,0,0,0,0,0,0,33,0,0,0,1,1
361389,0,1,0,0,0,0,0,0,24,0,0,1,0,1
1404458,0,0,0,0,0,0,0,0,23,0,0,0,1,1
652860,1,0,0,0,0,0,0,1,32,0,0,0,1,1
161736,0,0,0,0,0,0,0,0,21,0,0,0,1,0
1336156,0,1,0,0,0,0,0,0,24,0,0,0,1,1
335043,1,1,0,1,0,0,0,0,28,0,0,0,1,1
308414,0,0,0,0,0,0,0,0,49,0,0,0,1,1
1650654,0,1,0,0,0,0,0,0,25,0,0,0,1,1
2346652,1,1,0,0,0,0,0,0,77,0,0,0,1,1
1454095,0,0,0,0,0,0,0,0,28,0,0,0,1,1
2065077,0,1,0,0,0,0,0,0,24,0,0,0,1,0
2222818,0,0,0,0,0,0,0,0,52,0,0,0,1,1
1211207,0,1,0,0,0,0,0,0,30,0,0,0,1,1
2368468,0,0,0,0,0,0,0,0,32,0,0,1,0,0
340456,1,0,0,0,0,0,0,0,80,0,0,0,1,1
1024115,0,0,0,0,0,0,0,0,29,0,0,0,1,1
1464845,0,1,0,0,0,0,0,0,39,0,0,1,0,0
1616976,0,1,0,0,0,0,0,0,78,0,0,0,1,1
197776,1,1,0,0,0,0,0,0,65,0,0,0,1,1
491929,1,1,0,0,0,0,0,0,78,0,0,0,1,1
2122853,0,0,0,0,0,0,0,0,28,0,0,0,1,1
2403594,0,0,0,0,0,0,0,0,22,0,0,0,1,1
490688,1,0,0,0,0,0,0,1,83,0,0,0,1,1
1223406,1,1,0,1,0,0,0,0,48,0,0,0,1,1
833709,1,0,0,0,0,0,0,0,84,0,1,0,0,1
1222456,0,1,0,0,0,0,0,0,27,0,0,0,1,0
2184610,0,1,0,0,0,0,0,0,30,0,0,0,1,1
25763,1,1,0,0,0,0,0,0,31,0,0,0,1,1
1133858,0,0,0,0,0,0,0,0,22,0,0,0,1,0
25218,0,1,0,0,0,0,0,0,27,0,0,0,1,1
408204,0,0,0,0,0,0,0,0,22,0,0,0,1,1
1502362,1,0,0,0,0,0,0,0,44,0,0,1,0,1
2149271,0,1,0,0,0,0,0,0,29,0,0,0,1,1
175662,0,1,0,0,0,0,0,0,24,0,0,0,1,0
396826,1,0,0,0,0,0,0,1,34,0,0,0,1,1
1770366,0,0,0,0,0,0,0,0,25,0,0,0,1,1
112548,0,1,0,0,0,0,0,0,24,0,0,0,1,1
683321,1,1,0,0,0,0,0,0,27,0,0,0,1,1
231800,0,1,0,0,0,0,0,0,37,0,0,1,0,0
354202,0,0,0,0,0,0,0,0,57,0,0,0,1,1
1918848,0,0,0,0,0,0,0,0,39,0,0,1,0,0
2087225,0,0,0,0,0,0,0,0,55,0,0,0,1,1
2144775,1,1,0,1,0,0,0,1,57,0,0,1,0,1
183292,1,1,0,1,0,0,0,0,46,0,0,0,1,1
2097119,1,1,0,0,0,0,0,0,47,0,0,0,1,1
323440,1,0,0,0,0,0,0,0,90,0,0,0,1,1
483157,1,1,0,0,0,0,0,0,26,0,0,0,1,0
1515418,0,0,0,0,0,0,0,0,21,0,0,0,1,0
1498959,0,0,0,0,0,0,0,0,34,0,0,1,0,0
384043,1,1,0,1,0,0,0,1,54,0,0,0,1,1
1596385,0,1,0,0,0,0,0,0,33,1,0,0,0,0
1467350,0,0,0,0,0,0,0,0,29,0,0,0,1,0
1849256,0,0,0,0,0,0,0,0,86,0,0,0,1,1
1540524,0,0,0,0,0,0,0,0,26,0,0,0,1,0
1326524,0,0,0,0,0,0,0,0,68,0,0,0,1,1
1527903,1,1,0,1,0,0,0,0,75,0,0,0,1,1
616148,1,0,0,0,0,0,0,0,30,0,0,0,1,1
331055,0,0,0,0,0,0,0,0,46,0,0,1,0,0
2120279,0,1,0,1,0,0,0,1,27,0,0,0,1,0
443666,0,1,0,0,0,0,0,0,41,1,0,0,0,1
1228410,0,1,0,0,0,0,0,0,34,1,0,0,0,0
2295839,0,0,0,0,0,0,0,0,70,0,0,0,1,1
2297605,1,0,0,0,0,0,0,0,33,0,0,0,1,1
2145456,0,0,0,0,0,0,0,0,39,0,0,0,1,1
1082342,0,0,0,0,0,0,0,0,84,0,0,0,1,1
1671972,1,0,0,0,0,0,0,0,34,0,0,0,1,1
831447,0,0,0,0,0,0,0,1,29,0,0,0,1,0
146102,0,0,0,0,0,0,0,0,40,0,0,0,1,1
116667,1,1,0,0,0,0,0,0,78,0,0,0,1,1
1886556,0,0,0,1,0,0,0,0,24,0,0,0,1,0
2371628,0,0,0,1,0,0,0,0,24,0,0,0,1,0
2120397,0,0,0,1,0,0,0,0,22,0,0,0,1,1
2196680,0,1,0,0,0,0,0,0,25,0,0,0,1,1
2271266,0,1,0,0,0,0,0,0,33,0,0,0,1,1
1620184,0,0,0,0,0,0,0,0,23,0,0,0,1,0
879285,0,0,0,0,0,0,0,0,51,0,0,0,1,1
626381,0,0,0,0,0,0,0,0,22,0,0,0,1,0
1518911,0,0,0,0,0,0,0,1,34,0,0,0,1,1
2144562,0,0,0,1,0,0,0,0,30,0,0,0,1,1
1353089,0,0,0,0,0,0,0,0,25,0,0,0,1,1
558933,0,1,0,1,0,0,0,0,29,0,0,0,1,0
442282,0,0,0,0,0,0,0,0,27,0,0,0,1,0
1156485,0,0,0,0,0,0,0,0,60,0,0,0,1,1
1716798,0,0,0,0,0,0,0,0,74,0,0,0,1,1
666006,0,1,0,0,0,0,0,0,26,0,0,0,1,1
645504,0,0,0,0,0,0,0,0,83,0,0,0,1,1
2379309,0,0,0,0,0,0,0,0,36,0,0,1,0,1
246295,0,0,0,0,0,0,0,0,22,0,0,0,1,0
1713596,0,0,0,0,0,0,0,0,23,0,0,0,1,1
1876947,0,0,0,0,0,0,0,0,46,1,0,0,0,0
2171642,1,1,0,0,0,0,0,0,31,0,0,0,1,1
765499,0,0,0,1,0,0,0,0,80,1,0,0,0,1
1239567,0,0,0,0,0,0,0,0,26,0,0,1,0,1
1192111,1,1,0,0,0,0,0,0,33,0,0,0,1,1
1072084,0,0,0,0,0,0,0,0,28,0,0,0,1,1
532384,0,0,0,0,0,0,0,1,21,0,0,0,1,1
275684,1,1,0,1,0,0,0,1,51,0,0,0,1,1
42349,0,0,0,0,0,0,0,0,74,0,0,0,1,1
556547,0,0,0,0,0,0,0,0,61,0,0,1,0,0
1742585,0,0,0,0,0,0,0,0,26,0,0,1,0,0
1723144,0,1,0,0,0,0,0,0,24,0,0,0,1,1
760131,0,1,0,1,0,0,0,0,69,0,0,0,1,1
128269,0,0,0,0,0,0,0,0,26,0,0,0,1,1
1108422,0,0,0,0,0,0,0,0,52,0,0,0,1,1
1785613,0,0,0,0,0,0,0,0,22,0,0,0,1,0
885657,0,0,0,0,0,0,0,0,67,0,0,0,1,1
697218,0,1,0,0,0,0,0,0,39,0,0,0,1,1
1965761,0,0,0,0,0,0,0,0,32,0,0,0,1,1
953841,1,0,0,0,0,0,0,0,45,0,0,0,1,1
830177,0,0,0,0,0,0,0,0,20,0,0,0,1,1
434742,0,1,0,0,0,0,0,0,56,0,0,0,1,1
1181007,0,0,0,0,0,0,0,0,51,0,0,0,1,1
2356575,0,1,0,0,0,0,0,1,25,0,0,0,1,1
1513991,0,1,0,0,0,0,0,0,28,0,0,0,1,1
1089327,1,1,0,0,0,0,0,0,33,0,0,0,1,1
2308325,1,1,0,0,0,0,0,0,28,0,0,0,1,0
1699541,1,1,0,0,0,0,0,0,28,0,0,0,1,0
1645645,1,0,0,0,0,0,0,0,27,0,0,0,1,1
1443832,0,1,0,1,0,0,0,0,24,0,0,0,1,0
76685,0,0,0,0,0,0,0,0,35,1,0,0,0,0
1607305,0,0,0,0,0,0,0,0,81,0,0,0,1,1
2273250,1,0,0,0,0,0,0,0,28,0,0,0,1,0
533802,0,0,0,0,0,0,0,1,26,0,0,0,1,0
1792481,0,0,0,0,0,0,0,0,23,0,0,0,1,1
2164887,0,1,0,0,0,0,0,0,25,0,0,0,1,1
906302,0,0,0,0,0,0,0,0,52,0,0,1,0,0
411001,0,0,0,0,0,0,0,0,24,0,0,0,1,0
2147382,0,1,0,1,0,0,0,0,63,0,0,0,1,1
1841967,1,1,0,1,0,0,0,1,59,0,0,0,1,1
18071,0,1,0,0,0,0,0,0,77,0,0,1,0,0
681378,0,0,0,0,0,0,0,0,58,0,0,0,1,1
214784,0,0,0,0,0,0,0,0,64,0,0,1,0,1
471232,0,0,0,0,0,0,0,0,22,0,0,0,1,1
1904934,1,1,0,1,0,0,0,1,49,0,0,0,1,1
1704446,0,1,0,0,0,0,0,0,23,0,0,0,1,1
721184,0,0,0,0,0,0,0,0,39,0,0,1,0,0
1122169,0,1,0,1,0,0,0,0,58,0,0,0,1,1
1273231,0,0,0,0,0,0,0,0,42,0,0,0,1,1
1076886,0,1,0,1,0,0,0,1,39,0,0,0,1,1
497407,0,1,0,0,0,0,0,0,29,0,0,0,1,1
2271488,0,0,0,0,0,0,0,0,66,0,0,0,1,1
1419981,0,1,0,0,0,0,0,1,23,0,0,0,1,0
1278920,0,1,0,0,0,0,0,0,66,0,0,0,1,1
1818542,0,0,0,0,0,0,0,1,31,0,0,0,1,1
2188519,1,1,0,0,0,0,0,0,26,0,0,0,1,1
230349,0,0,0,0,0,0,0,0,24,0,0,0,1,0
2208850,0,0,0,0,0,0,0,0,23,0,0,0,1,0
1807087,0,1,0,1,0,0,0,0,46,1,0,0,0,1
1680090,0,0,0,0,0,0,0,0,24,1,0,0,0,0
1506595,0,0,0,0,0,0,0,0,26,0,0,0,1,1
1121067,0,1,0,0,0,0,0,0,28,0,0,0,1,0
1986042,0,0,0,0,0,0,0,0,31,0,0,0,1,1
2374101,0,0,0,0,0,0,0,0,24,0,0,1,0,1
1631555,1,1,0,1,0,0,0,0,28,0,0,0,1,1
1831448,0,0,0,0,0,0,0,0,21,0,0,0,1,0
74677,0,1,0,0,0,0,0,0,43,1,0,0,0,0
1326742,1,0,0,1,0,0,0,0,59,0,0,0,1,1
873882,0,0,0,0,0,0,0,0,63,0,0,0,1,1
1033789,0,0,0,0,0,0,0,0,36,0,0,0,1,1
2053037,1,0,0,0,0,0,0,0,26,0,0,1,0,0
