bl_id,vf_age,vf_vote_gen_12,vf_vote_gen_16,vf_vote_gen_18,vf_vote_gen_20,vf_female,vf_white,voted_2022,treat
44567,34,0,1,1,1,0,1,0,"HowToOnly"
44568,87,1,1,1,0,0,1,1,"Control"
44569,23,0,0,0,0,0,1,0,"Control"
44570,47,0,0,0,0,0,1,0,"BothMailers"
44571,26,0,1,0,1,1,1,0,"HowToOnly"
44573,67,1,1,0,0,1,1,0,"HowToOnly"
44574,50,0,0,0,0,1,1,1,"Control"
44575,50,0,0,0,0,1,1,1,"BothMailers"
44577,50,0,0,0,0,1,1,0,"HowToOnly"
44578,50,0,0,0,0,1,1,0,"HowToOnly"
44580,50,0,0,0,0,1,1,0,"BothMailers"
44581,50,0,0,0,0,1,1,0,"Control"
44583,50,0,0,0,0,1,1,0,"HowToOnly"
44584,50,0,0,0,0,1,1,0,"Control"
44585,50,0,0,0,0,1,1,0,"BothMailers"
44586,50,0,0,0,0,1,1,0,"HowToOnly"
44587,50,0,0,0,0,1,1,0,"BothMailers"
44588,50,0,0,0,0,1,1,0,"HowToOnly"
44589,50,0,0,0,0,1,1,1,"HowToOnly"
44590,50,0,0,0,0,1,1,1,"HowToOnly"
44592,50,0,0,0,0,1,1,0,"Control"
44593,50,0,0,0,0,1,1,0,"Control"
44594,50,0,0,0,0,1,1,0,"HowToOnly"
44595,50,0,0,0,0,1,1,0,"BothMailers"
44596,50,0,0,0,0,1,1,0,"HowToOnly"
44597,50,0,0,0,0,1,1,1,"BothMailers"
44598,50,0,0,0,0,1,1,0,"HowToOnly"
44600,41,0,0,0,1,0,1,1,"BothMailers"
44601,45,0,0,0,0,0,1,0,"HowToOnly"
44602,40,1,0,1,1,0,1,0,"Control"
44603,32,1,1,0,1,1,1,0,"Control"
44605,50,0,1,1,1,1,1,1,"BothMailers"
44607,50,0,0,0,0,1,1,0,"HowToOnly"
44610,50,0,0,0,0,1,1,0,"BothMailers"
44611,34,0,1,1,1,1,1,0,"Control"
44617,50,0,0,0,0,1,1,0,"BothMailers"
44623,50,0,0,0,0,1,1,0,"HowToOnly"
44629,44,1,0,0,1,0,1,0,"BothMailers"
44630,68,1,1,0,1,1,1,0,"HowToOnly"
44631,24,0,0,0,1,0,1,0,"BothMailers"
44637,50,0,0,0,0,1,1,0,"BothMailers"
44640,50,0,0,0,0,1,1,1,"HowToOnly"
44642,40,0,0,0,1,1,1,0,"HowToOnly"
44644,50,0,0,0,0,1,1,1,"HowToOnly"
44645,34,1,1,0,0,1,1,0,"BothMailers"
44647,50,1,1,1,1,1,1,0,"HowToOnly"
44648,73,0,1,0,1,0,1,0,"BothMailers"
44649,65,1,1,1,1,0,1,0,"BothMailers"
44650,51,0,0,0,1,0,0,0,"HowToOnly"
44651,59,1,1,1,1,0,1,0,"BothMailers"
44652,31,0,1,1,1,0,1,0,"HowToOnly"
44655,30,0,0,0,1,0,1,0,"HowToOnly"
44656,81,0,0,0,1,0,1,0,"Control"
44665,50,0,0,0,0,1,1,0,"Control"
44666,50,0,0,0,0,1,1,0,"Control"
44668,21,0,0,0,1,1,1,0,"BothMailers"
44679,50,0,0,0,0,1,1,0,"BothMailers"
44681,50,0,0,0,0,1,1,0,"Control"
44683,40,0,0,0,1,0,1,0,"BothMailers"
44684,50,0,0,0,0,1,1,0,"BothMailers"
44686,47,0,1,0,1,0,1,0,"BothMailers"
44688,50,0,0,0,0,1,1,0,"Control"
44689,50,0,0,0,0,1,1,0,"BothMailers"
44690,50,0,0,0,0,1,1,0,"HowToOnly"
44692,50,0,1,0,0,1,1,0,"BothMailers"
44693,52,0,0,0,1,1,1,0,"Control"
44694,57,0,0,1,1,1,1,1,"BothMailers"
44695,50,0,1,1,1,1,1,1,"HowToOnly"
44697,50,1,1,1,1,1,1,1,"HowToOnly"
44698,74,0,0,0,1,0,1,1,"BothMailers"
44699,64,0,1,0,1,1,1,0,"HowToOnly"
44700,76,1,1,0,0,0,1,0,"HowToOnly"
44701,75,0,0,0,0,0,1,0,"Control"
44703,21,0,0,0,0,1,1,0,"HowToOnly"
44705,50,0,0,0,0,1,1,0,"BothMailers"
44707,61,0,1,0,1,0,1,0,"HowToOnly"
44708,50,0,0,0,0,1,1,0,"HowToOnly"
44709,50,0,0,0,0,1,1,1,"Control"
44710,50,0,0,0,0,1,1,1,"HowToOnly"
44712,31,0,0,0,1,1,1,1,"BothMailers"
44713,50,0,0,0,0,1,1,0,"HowToOnly"
44714,50,0,0,0,0,1,1,0,"HowToOnly"
44716,50,0,0,0,0,1,1,0,"HowToOnly"
44717,50,0,0,0,0,1,1,1,"BothMailers"
44719,50,0,0,0,0,1,1,0,"BothMailers"
44720,50,0,0,0,0,1,1,0,"BothMailers"
44721,50,0,0,0,0,1,1,0,"HowToOnly"
44722,50,0,0,0,0,1,1,0,"BothMailers"
44724,25,0,1,1,1,0,1,1,"BothMailers"
44725,46,1,1,0,1,1,1,0,"BothMailers"
44726,52,0,0,0,1,0,1,0,"Control"
44727,50,0,0,0,0,1,1,0,"HowToOnly"
44728,65,1,1,0,1,1,1,1,"HowToOnly"
44729,50,0,0,0,0,1,1,0,"Control"
44730,50,0,0,0,0,1,1,0,"HowToOnly"
44731,50,0,0,0,0,1,1,0,"HowToOnly"
44735,50,0,0,0,0,1,1,1,"BothMailers"
44736,50,0,0,0,0,1,1,0,"HowToOnly"
44737,50,0,0,0,0,1,1,0,"HowToOnly"
44738,50,0,0,0,0,1,1,0,"HowToOnly"
44739,50,0,0,0,0,1,1,0,"BothMailers"
44740,50,0,0,0,0,1,1,0,"BothMailers"
44741,50,0,0,0,0,1,1,0,"HowToOnly"
44742,50,0,0,0,0,1,1,0,"Control"
44743,50,0,0,0,0,1,1,0,"HowToOnly"
44744,50,0,0,0,0,1,1,0,"BothMailers"
44745,25,0,1,1,1,0,1,0,"HowToOnly"
44746,50,0,0,0,0,1,1,0,"HowToOnly"
44747,50,0,0,0,0,1,1,0,"HowToOnly"
44748,50,0,0,0,0,1,1,0,"Control"
44749,50,0,0,0,0,1,1,0,"BothMailers"
44750,50,1,1,1,1,0,1,1,"Control"
44751,50,1,1,0,1,0,1,0,"BothMailers"
44753,38,0,1,1,1,1,1,1,"BothMailers"
44754,70,1,1,1,1,0,1,0,"HowToOnly"
44763,50,0,0,0,0,1,1,0,"BothMailers"
44783,50,0,0,0,0,1,1,0,"BothMailers"
44786,50,0,0,0,0,1,1,0,"HowToOnly"
44788,50,0,0,0,0,1,1,0,"HowToOnly"
44789,50,0,0,0,0,1,1,0,"HowToOnly"
44790,50,0,0,0,0,1,1,0,"HowToOnly"
44791,50,0,0,0,0,1,1,0,"Control"
44792,50,0,0,0,0,1,1,0,"BothMailers"
44793,42,0,0,0,1,1,1,1,"BothMailers"
44794,31,0,1,0,1,1,1,0,"Control"
44795,52,0,1,0,0,0,1,1,"BothMailers"
44797,74,0,0,0,1,1,1,0,"BothMailers"
44798,74,1,0,1,1,1,1,1,"HowToOnly"
44799,43,1,0,0,0,0,1,0,"HowToOnly"
44800,42,0,0,0,1,1,1,0,"BothMailers"
44802,76,1,1,1,0,0,1,1,"HowToOnly"
44803,28,0,0,0,1,1,1,0,"Control"
44804,54,0,1,1,1,0,1,0,"HowToOnly"
44805,94,1,0,1,0,1,1,0,"Control"
44806,83,1,1,0,1,0,1,0,"Control"
44807,31,0,0,1,0,1,1,0,"BothMailers"
44808,46,0,0,1,1,1,1,1,"HowToOnly"
44809,75,1,1,1,1,1,1,1,"BothMailers"
44810,66,1,1,1,1,0,1,1,"Control"
44812,41,0,0,0,1,1,1,0,"BothMailers"
44813,38,1,1,0,0,1,1,0,"HowToOnly"
44814,62,0,0,0,1,1,1,0,"HowToOnly"
44816,60,1,0,1,1,1,1,1,"BothMailers"
44817,42,0,0,0,1,0,1,0,"Control"
44819,23,0,1,1,1,1,1,1,"BothMailers"
44820,42,0,0,0,1,0,0,0,"Control"
44821,51,0,0,1,1,0,1,1,"BothMailers"
44822,75,1,1,1,1,1,1,1,"BothMailers"
44824,48,0,0,0,0,1,1,0,"HowToOnly"
44826,50,0,0,0,1,1,1,0,"HowToOnly"
44827,64,1,1,1,1,1,1,0,"Control"
44828,72,1,1,1,1,1,1,1,"BothMailers"
44829,59,1,0,0,1,1,1,0,"HowToOnly"
44831,69,0,1,0,1,0,1,1,"BothMailers"
44833,78,0,1,0,1,1,1,0,"HowToOnly"
44834,71,0,1,0,1,1,1,0,"HowToOnly"
44835,50,0,0,0,0,1,1,0,"HowToOnly"
44836,36,1,0,0,0,1,1,1,"BothMailers"
44837,54,0,0,0,1,0,1,0,"BothMailers"
44838,48,0,1,1,1,1,1,0,"BothMailers"
44839,56,0,0,0,0,0,1,0,"BothMailers"
44840,68,1,0,0,0,0,1,0,"HowToOnly"
44841,50,1,0,0,0,0,1,0,"BothMailers"
44842,61,1,1,1,1,1,1,1,"BothMailers"
44843,31,0,0,1,0,1,1,0,"HowToOnly"
44844,30,0,0,0,1,0,1,0,"BothMailers"
44845,33,0,0,1,1,1,1,0,"BothMailers"
44846,30,1,1,0,1,0,1,0,"HowToOnly"
44848,61,0,1,0,1,1,1,0,"Control"
44853,50,0,0,0,1,1,1,0,"HowToOnly"
44854,68,1,0,0,0,1,1,0,"BothMailers"
44855,65,0,0,1,1,0,1,1,"BothMailers"
44856,41,1,1,1,1,1,1,1,"HowToOnly"
44857,41,1,1,1,1,0,1,0,"BothMailers"
44858,24,0,0,0,1,0,1,0,"BothMailers"
44859,44,0,0,0,1,0,1,0,"HowToOnly"
44860,78,0,0,0,1,0,1,1,"BothMailers"
44861,50,0,0,0,0,1,1,0,"Control"
44863,27,1,1,0,1,1,1,0,"BothMailers"
44864,39,1,1,0,0,1,1,0,"BothMailers"
44865,62,1,1,1,1,0,1,1,"Control"
44866,32,1,1,0,1,1,1,0,"BothMailers"
44867,28,0,0,1,1,1,1,0,"BothMailers"
44868,54,0,0,0,0,0,1,0,"HowToOnly"
44869,40,1,1,0,1,0,1,0,"BothMailers"
44871,70,1,1,0,1,1,1,0,"HowToOnly"
44872,86,0,0,0,0,1,1,0,"HowToOnly"
44873,47,0,0,0,1,0,1,0,"HowToOnly"
44874,71,0,0,0,1,0,1,0,"HowToOnly"
44875,41,0,1,0,1,0,1,0,"BothMailers"
44876,29,0,0,1,0,1,1,1,"HowToOnly"
44877,50,0,1,0,0,0,1,0,"Control"
44878,61,0,0,0,1,0,1,0,"BothMailers"
44880,30,1,0,0,0,1,1,0,"Control"
44881,29,0,0,1,0,0,1,0,"BothMailers"
44882,40,1,0,1,1,1,1,0,"BothMailers"
44883,52,0,0,0,1,1,1,1,"BothMailers"
44885,50,0,0,0,0,1,1,1,"HowToOnly"
44886,50,1,1,0,1,0,1,0,"BothMailers"
44887,50,0,0,0,0,1,1,0,"Control"
44892,50,0,0,0,0,1,1,0,"Control"
44893,50,0,0,0,0,1,1,1,"HowToOnly"
44896,50,0,0,0,0,1,1,0,"HowToOnly"
44897,48,0,1,1,1,1,1,0,"BothMailers"
44898,50,0,0,0,0,0,0,0,"HowToOnly"
44899,42,0,0,0,1,0,1,0,"BothMailers"
44902,50,0,0,0,0,1,1,0,"HowToOnly"
44908,50,0,0,0,0,1,1,0,"HowToOnly"
44911,50,0,1,0,0,0,1,0,"Control"
44915,50,1,1,1,0,1,1,0,"HowToOnly"
44917,50,0,0,1,0,1,1,0,"BothMailers"
44918,50,0,1,0,0,1,1,0,"Control"
44920,50,0,1,1,0,0,1,0,"Control"
44921,50,0,0,1,0,1,1,0,"HowToOnly"
44922,50,1,0,1,0,1,1,0,"BothMailers"
44924,50,1,1,1,0,0,1,0,"HowToOnly"
44926,50,1,1,1,0,1,1,0,"BothMailers"
44927,50,1,1,0,0,1,0,0,"HowToOnly"
44930,50,0,1,1,0,1,1,0,"Control"
44931,50,0,0,1,0,1,1,0,"Control"
44932,45,0,1,1,0,1,1,1,"Control"
44933,76,0,1,0,1,1,1,0,"Control"
44934,41,0,0,1,1,0,1,0,"HowToOnly"
44935,76,1,1,1,1,0,1,0,"HowToOnly"
44936,30,0,0,0,0,0,1,0,"HowToOnly"
44937,44,0,0,1,0,0,1,1,"Control"
44939,47,0,0,0,1,0,1,1,"BothMailers"
44940,29,0,0,0,0,0,1,0,"BothMailers"
44942,28,0,0,0,1,0,1,1,"HowToOnly"
44944,74,1,0,0,1,1,1,0,"BothMailers"
44945,29,1,1,0,0,1,1,0,"HowToOnly"
44946,42,0,0,0,0,1,1,0,"HowToOnly"
44947,50,0,1,0,0,1,1,0,"Control"
44949,50,0,0,0,0,1,1,1,"Control"
44951,50,0,0,0,0,1,1,1,"HowToOnly"
44952,50,0,0,0,0,1,1,0,"HowToOnly"
44953,50,0,0,0,0,1,1,0,"Control"
44954,50,0,0,0,0,1,1,1,"HowToOnly"
44955,50,0,0,0,0,1,1,0,"BothMailers"
44956,50,0,0,0,0,1,1,0,"BothMailers"
44957,50,0,0,0,0,1,1,0,"Control"
44959,50,0,0,0,0,1,1,0,"HowToOnly"
44960,50,0,0,0,0,1,1,1,"BothMailers"
44961,50,0,0,0,0,1,1,0,"Control"
44962,50,0,0,0,0,1,1,0,"HowToOnly"
44963,50,0,0,0,0,1,1,0,"BothMailers"
44964,50,0,0,0,0,1,1,1,"BothMailers"
44966,50,0,0,0,0,1,1,1,"Control"
44967,50,0,0,0,0,1,1,0,"Control"
44968,50,0,0,0,0,1,1,0,"BothMailers"
44970,50,0,0,0,0,1,1,0,"BothMailers"
44971,50,0,0,0,0,1,1,0,"BothMailers"
44972,50,0,0,0,0,1,1,1,"Control"
44974,38,0,0,0,1,0,1,0,"Control"
44976,40,1,1,0,1,1,1,0,"Control"
44978,79,1,1,1,1,1,1,0,"BothMailers"
44979,48,0,0,0,0,0,1,1,"BothMailers"
44981,19,0,0,0,1,0,1,0,"Control"
44982,62,0,0,1,1,1,1,1,"HowToOnly"
44983,41,0,0,0,1,0,1,0,"Control"
44984,30,0,0,0,1,0,1,0,"HowToOnly"
44985,59,1,1,1,1,1,1,0,"Control"
44986,25,0,0,0,1,1,1,0,"Control"
44988,69,0,0,0,0,0,1,0,"BothMailers"
44989,50,0,1,0,0,0,1,0,"HowToOnly"
44990,20,0,0,0,1,0,1,1,"BothMailers"
44991,60,1,0,0,1,0,1,0,"HowToOnly"
44992,50,1,1,0,1,0,1,0,"HowToOnly"
44995,64,0,0,0,0,1,1,0,"Control"
44996,81,1,0,0,0,0,1,1,"HowToOnly"
44997,50,0,0,0,0,0,1,0,"Control"
44998,85,1,1,0,0,0,1,0,"BothMailers"
44999,21,0,0,0,0,0,1,0,"BothMailers"
45000,70,0,1,0,1,0,1,0,"BothMailers"
45001,30,1,1,0,0,1,1,0,"BothMailers"
45002,37,0,0,0,0,1,1,0,"HowToOnly"
45004,37,0,1,1,1,0,1,0,"HowToOnly"
45005,21,0,0,0,1,1,1,0,"BothMailers"
45007,50,0,0,0,0,1,1,0,"BothMailers"
45008,50,0,0,0,0,1,1,1,"HowToOnly"
45013,22,0,0,0,1,0,1,1,"BothMailers"
45014,50,0,0,0,0,1,1,0,"HowToOnly"
45016,50,0,0,0,0,1,1,0,"HowToOnly"
45017,50,0,0,0,0,1,1,0,"Control"
45018,50,0,0,0,0,1,1,0,"BothMailers"
45020,50,0,0,0,0,1,1,0,"HowToOnly"
45021,50,0,0,0,0,1,1,0,"Control"
45024,50,0,0,0,0,1,1,0,"BothMailers"
45026,50,0,0,0,0,1,1,1,"BothMailers"
45027,50,0,0,0,0,1,1,0,"BothMailers"
45030,52,1,1,1,1,0,1,1,"BothMailers"
45033,55,0,1,1,1,0,1,1,"BothMailers"
45034,49,0,0,0,1,0,1,1,"HowToOnly"
45036,71,0,0,0,0,0,1,0,"BothMailers"
45037,73,1,0,1,1,0,1,0,"BothMailers"
45038,59,0,0,1,0,1,1,0,"HowToOnly"
45039,69,1,1,1,1,1,1,0,"HowToOnly"
45040,54,0,0,0,0,0,1,0,"BothMailers"
45041,32,1,1,1,1,0,1,0,"HowToOnly"
45042,32,0,0,1,0,1,1,1,"HowToOnly"
45043,76,1,1,0,0,0,1,0,"HowToOnly"
45044,67,1,0,0,0,0,1,0,"Control"
45045,61,0,0,0,0,0,0,0,"HowToOnly"
45046,50,0,0,0,1,1,1,0,"BothMailers"
45048,50,0,0,0,1,0,1,0,"HowToOnly"
45050,50,0,0,0,0,1,1,1,"BothMailers"
45051,50,0,0,0,0,1,1,0,"HowToOnly"
45054,50,0,0,0,0,1,1,0,"BothMailers"
45055,50,0,0,0,0,1,1,0,"Control"
45059,71,0,0,0,1,1,1,0,"HowToOnly"
45063,50,0,0,0,0,1,1,0,"BothMailers"
45067,65,0,0,0,1,0,1,0,"HowToOnly"
45069,61,0,1,1,1,1,1,0,"Control"
45070,50,0,0,0,0,1,1,0,"HowToOnly"
45071,52,0,0,0,1,1,1,1,"HowToOnly"
45072,26,0,0,0,1,0,1,1,"BothMailers"
45073,50,0,0,0,0,1,1,0,"BothMailers"
45074,50,0,0,0,0,1,1,1,"Control"
45075,50,0,0,0,0,1,1,0,"Control"
45079,46,1,1,0,0,1,1,0,"HowToOnly"
45080,64,0,0,1,0,1,1,0,"Control"
45081,25,0,0,0,1,0,1,1,"HowToOnly"
45082,43,0,0,0,1,1,1,0,"BothMailers"
45083,28,0,1,0,1,1,1,1,"BothMailers"
45084,46,0,0,0,1,1,1,0,"HowToOnly"
45085,27,1,1,1,1,1,1,1,"Control"
45086,64,0,0,0,0,0,1,1,"HowToOnly"
45087,89,0,0,0,1,1,1,0,"HowToOnly"
45088,36,0,1,1,1,0,1,0,"HowToOnly"
45089,30,0,0,0,0,1,1,0,"HowToOnly"
45091,55,1,1,1,1,0,1,0,"BothMailers"
45092,60,0,1,1,1,0,1,0,"HowToOnly"
45093,28,0,0,1,0,0,1,0,"Control"
45094,68,0,0,1,1,0,1,1,"HowToOnly"
45095,22,0,1,1,0,1,1,0,"HowToOnly"
45097,82,0,0,0,1,0,1,0,"HowToOnly"
45099,34,1,1,0,1,1,1,1,"HowToOnly"
45101,52,0,1,0,0,1,1,1,"BothMailers"
45102,82,1,1,1,0,1,1,0,"HowToOnly"
45103,76,1,1,1,0,1,1,1,"HowToOnly"
45104,34,1,1,0,0,1,1,0,"HowToOnly"
45105,40,1,1,0,0,0,1,0,"HowToOnly"
45106,24,0,0,0,1,1,1,0,"BothMailers"
45107,45,0,0,0,0,1,1,0,"BothMailers"
45108,38,0,1,1,0,0,1,0,"HowToOnly"
45109,34,0,0,0,1,1,1,0,"BothMailers"
45110,49,0,1,0,0,0,1,0,"HowToOnly"
45111,53,0,0,1,0,0,1,0,"BothMailers"
45113,73,1,1,1,1,1,1,0,"HowToOnly"
45114,26,0,1,0,1,1,1,0,"BothMailers"
45115,30,0,0,0,1,1,1,0,"Control"
45116,43,0,1,0,0,1,1,0,"HowToOnly"
45119,24,0,1,0,1,0,1,0,"HowToOnly"
45121,21,0,0,0,1,0,1,0,"BothMailers"
45122,75,1,1,1,0,0,1,1,"Control"
45123,73,0,1,1,1,0,1,0,"Control"
45124,50,0,1,0,1,1,1,0,"BothMailers"
45125,86,0,1,1,1,0,1,0,"HowToOnly"
45126,34,1,1,0,0,0,1,0,"BothMailers"
45127,61,0,1,0,0,1,1,0,"HowToOnly"
45129,79,1,1,1,0,1,1,0,"HowToOnly"
45130,52,0,0,0,0,1,0,1,"HowToOnly"
45132,60,0,0,1,0,1,1,0,"HowToOnly"
45133,47,0,1,0,1,0,1,1,"HowToOnly"
45134,43,1,1,1,1,0,1,1,"BothMailers"
45135,62,0,0,1,1,0,1,1,"BothMailers"
45136,65,1,0,0,0,1,1,0,"HowToOnly"
45138,64,0,1,1,1,0,1,1,"HowToOnly"
45139,42,0,0,0,1,0,1,1,"Control"
45140,36,1,1,0,1,1,1,0,"Control"
45141,43,1,1,1,1,0,1,0,"HowToOnly"
45142,21,0,0,1,1,0,1,1,"Control"
45143,44,1,0,0,0,1,1,0,"Control"
45145,64,0,1,1,0,0,1,0,"BothMailers"
45146,79,1,0,0,1,1,1,1,"BothMailers"
45147,78,1,1,0,1,1,1,1,"BothMailers"
45148,50,0,0,0,0,0,1,0,"HowToOnly"
45149,50,0,0,0,0,1,1,0,"Control"
45150,50,0,1,0,0,1,1,0,"HowToOnly"
45151,50,0,1,0,0,1,1,0,"BothMailers"
45152,50,0,1,0,0,1,1,0,"BothMailers"
45153,36,1,1,0,1,1,1,0,"Control"
45154,19,0,0,0,1,1,1,1,"Control"
45155,34,0,0,0,0,1,1,0,"BothMailers"
45156,35,0,0,0,1,1,0,0,"HowToOnly"
45157,50,0,1,1,1,0,1,1,"Control"
45159,32,0,1,1,0,0,1,1,"BothMailers"
45160,52,0,0,0,1,0,1,0,"HowToOnly"
45161,41,1,1,0,1,0,1,1,"Control"
45162,75,0,0,0,1,0,1,0,"Control"
45163,50,0,1,0,1,1,1,1,"BothMailers"
45164,69,0,0,0,1,1,1,0,"BothMailers"
45165,24,0,0,1,1,1,1,1,"HowToOnly"
45166,61,1,1,1,1,1,1,1,"HowToOnly"
45167,50,1,0,0,1,1,1,1,"BothMailers"
45168,60,1,0,0,1,0,1,0,"BothMailers"
45172,71,1,1,1,1,0,1,1,"HowToOnly"
45173,77,0,1,0,0,0,1,0,"HowToOnly"
45175,58,0,1,0,1,1,1,0,"BothMailers"
45176,50,0,0,0,0,1,1,0,"HowToOnly"
45177,43,1,1,0,1,1,1,0,"HowToOnly"
45178,29,0,1,1,1,1,1,0,"Control"
45179,36,1,1,1,1,1,1,0,"BothMailers"
45180,67,1,1,1,1,1,1,1,"Control"
45181,37,0,0,0,1,0,1,1,"HowToOnly"
45182,36,0,0,0,0,1,1,0,"BothMailers"
45184,39,0,1,0,1,1,1,0,"BothMailers"
45185,50,0,0,0,0,1,1,1,"HowToOnly"
45187,50,0,0,0,1,1,1,1,"BothMailers"
45189,70,1,1,1,1,0,1,0,"Control"
45191,50,1,1,1,0,1,1,0,"BothMailers"
45192,50,0,1,0,0,0,1,0,"Control"
45193,50,0,1,1,0,0,1,0,"HowToOnly"
45194,50,0,0,0,0,1,1,0,"BothMailers"
45195,50,1,1,0,0,1,1,0,"BothMailers"
45197,50,1,1,0,0,1,1,0,"HowToOnly"
45198,50,1,0,0,0,1,1,0,"HowToOnly"
45199,50,1,1,0,0,0,1,0,"Control"
45201,50,1,0,0,0,1,1,0,"BothMailers"
45202,50,0,1,1,0,0,0,0,"HowToOnly"
45203,50,0,1,0,0,1,1,0,"HowToOnly"
45204,50,0,0,1,0,1,1,0,"HowToOnly"
45205,50,1,1,0,0,0,1,0,"HowToOnly"
45207,50,0,0,0,0,0,1,0,"HowToOnly"
45208,50,1,1,1,0,0,1,0,"Control"
45211,50,1,1,0,0,0,1,0,"BothMailers"
45213,50,0,1,0,0,1,1,0,"HowToOnly"
45214,50,0,0,0,0,1,1,0,"HowToOnly"
45215,50,1,0,0,0,1,1,0,"BothMailers"
45216,50,0,0,0,0,0,1,0,"HowToOnly"
45217,50,1,1,0,0,0,1,0,"HowToOnly"
45218,50,1,0,0,0,0,1,0,"BothMailers"
45220,50,1,1,0,0,1,1,0,"BothMailers"
45223,21,0,0,0,1,1,1,0,"Control"
45224,50,0,0,0,0,1,1,1,"HowToOnly"
45225,36,0,1,1,1,1,1,0,"HowToOnly"
45226,50,0,0,0,0,1,1,0,"HowToOnly"
45230,81,0,0,1,1,0,1,1,"Control"
45231,50,0,0,0,0,1,1,1,"HowToOnly"
45232,23,0,0,0,1,1,1,1,"BothMailers"
45233,50,0,0,0,0,1,1,0,"HowToOnly"
45234,50,0,0,0,0,1,1,0,"Control"
45235,50,0,0,0,0,1,1,0,"BothMailers"
45236,50,0,0,0,0,1,1,0,"Control"
45237,50,0,0,0,0,1,1,0,"BothMailers"
45238,50,0,0,0,0,1,1,0,"BothMailers"
45239,69,0,1,1,1,1,1,0,"BothMailers"
45241,34,0,1,0,0,1,1,1,"BothMailers"
45242,36,1,1,1,0,0,1,0,"Control"
45243,66,0,1,1,1,1,1,0,"HowToOnly"
45244,28,0,0,0,1,0,1,0,"BothMailers"
45245,48,1,1,0,1,1,1,0,"BothMailers"
45246,31,0,1,0,1,1,1,0,"Control"
45247,20,0,0,0,0,0,1,0,"BothMailers"
45248,74,0,0,0,1,0,1,1,"HowToOnly"
45249,50,0,1,0,1,1,1,0,"HowToOnly"
45250,32,0,0,0,0,1,0,0,"HowToOnly"
45251,31,1,1,0,1,0,1,1,"HowToOnly"
45252,52,0,0,0,1,1,1,1,"HowToOnly"
45253,39,0,0,0,1,1,1,0,"HowToOnly"
45254,64,0,1,0,1,0,1,0,"Control"
45255,58,0,0,0,1,1,1,1,"Control"
45256,64,1,1,0,1,1,1,1,"HowToOnly"
45257,50,0,0,0,0,1,1,1,"BothMailers"
45258,50,0,0,0,0,1,1,1,"HowToOnly"
45259,50,0,0,0,0,1,1,0,"BothMailers"
45260,50,0,0,0,0,1,1,0,"HowToOnly"
45261,50,0,0,0,0,1,1,0,"BothMailers"
45263,35,0,0,0,0,1,1,1,"HowToOnly"
45264,65,0,1,1,1,0,1,0,"BothMailers"
45265,56,0,1,0,0,0,1,1,"BothMailers"
45266,36,0,0,1,1,1,1,0,"Control"
45267,59,1,0,0,0,0,1,1,"Control"
45268,34,0,1,0,1,1,1,0,"Control"
45269,86,0,1,0,1,1,1,0,"BothMailers"
45270,28,0,1,0,0,1,1,0,"BothMailers"
45271,30,1,1,1,1,1,1,0,"HowToOnly"
45272,32,0,1,0,0,1,1,0,"HowToOnly"
45274,50,0,0,0,0,1,1,0,"HowToOnly"
45278,21,0,0,1,1,1,1,0,"Control"
45279,62,1,0,0,0,0,1,1,"BothMailers"
45280,71,0,0,1,0,0,1,0,"BothMailers"
45281,74,0,0,0,1,1,1,1,"BothMailers"
45284,50,0,0,0,0,1,1,0,"HowToOnly"
45285,50,0,0,0,0,1,1,1,"HowToOnly"
45288,50,0,0,0,0,1,1,0,"HowToOnly"
45290,50,0,0,0,0,1,1,1,"HowToOnly"
45291,58,0,1,1,1,1,1,1,"BothMailers"
45292,37,0,0,1,1,1,1,0,"Control"
45294,69,1,1,0,0,1,1,0,"HowToOnly"
45295,69,1,1,1,1,1,1,1,"HowToOnly"
45296,64,0,0,0,1,1,1,1,"HowToOnly"
45298,52,0,1,1,1,0,1,1,"BothMailers"
45300,80,0,0,0,1,1,1,0,"BothMailers"
45301,33,0,0,0,1,1,1,0,"BothMailers"
45302,65,0,0,0,1,0,1,1,"Control"
45303,55,0,1,0,0,1,1,0,"Control"
45304,38,0,0,0,1,0,1,0,"HowToOnly"
45306,50,0,0,0,1,0,1,0,"HowToOnly"
45307,34,1,1,1,1,1,1,1,"HowToOnly"
45308,48,1,1,0,1,0,1,0,"BothMailers"
45313,28,0,1,1,1,1,1,1,"BothMailers"
45314,21,0,0,0,0,1,1,0,"HowToOnly"
45315,19,0,0,0,1,0,1,0,"HowToOnly"
45316,41,0,0,0,0,1,1,1,"BothMailers"
45317,57,1,1,1,1,1,1,1,"HowToOnly"
45318,27,0,1,0,0,1,1,0,"BothMailers"
45319,28,0,1,1,1,0,1,0,"HowToOnly"
45322,42,1,1,0,1,0,1,1,"BothMailers"
45325,50,0,0,0,0,1,1,0,"HowToOnly"
45326,73,1,1,0,1,1,1,1,"Control"
45330,88,1,1,1,1,0,1,0,"HowToOnly"
45331,39,0,1,1,0,1,1,1,"HowToOnly"
45332,66,1,1,0,0,1,1,0,"HowToOnly"
45333,26,0,0,0,0,0,1,0,"BothMailers"
45334,53,0,0,1,1,0,1,0,"HowToOnly"
45335,68,1,1,0,1,1,1,0,"HowToOnly"
45336,24,0,1,1,1,1,1,0,"HowToOnly"
45338,66,1,0,0,0,0,1,0,"HowToOnly"
